miniBlocks1,miniBlocks2,miniBlocks3,miniBlocks4,miniBlocks5,miniBlocks6,miniBlocks7,miniBlocks8,miniBlocks9,miniBlocks10,miniBlocks11,miniBlocks12,miniBlocks13,miniBlocks14,miniBlocks15,miniBlocks16,miniBlocks17,miniBlocks18,miniBlocks19,miniBlocks20,miniBlocks21,miniBlocks22,miniBlocks23,miniBlocks24,miniBlocks25,miniBlocks26,miniBlocks27,miniBlocks28,miniBlocks29,miniBlocks30,miniBlocks31,miniBlocks32,miniBlocks33,miniBlocks34,miniBlocks35,miniBlocks36,miniBlocks37,miniBlocks38,miniBlocks39,miniBlocks40,miniBlocks41,miniBlocks42,miniBlocks43,miniBlocks44,miniBlocks45,miniBlocks46,miniBlocks47,miniBlocks48,miniBlocks49,miniBlocks50,miniBlocks51,miniBlocks52,miniBlocks53,miniBlocks54,miniBlocks55,miniBlocks56,miniBlocks57,miniBlocks58,miniBlocks59,miniBlocks60,miniBlocks61,miniBlocks62,miniBlocks63,miniBlocks64,miniBlocks65,miniBlocks66,miniBlocks67,miniBlocks68,miniBlocks69,miniBlocks70,miniBlocks71,miniBlocks72,miniBlocks73,miniBlocks74,miniBlocks75,miniBlocks76,miniBlocks77,miniBlocks78,miniBlocks79,miniBlocks80,miniBlocks81,miniBlocks82,miniBlocks83,miniBlocks84,miniBlocks85,miniBlocks86,miniBlocks87,miniBlocks88,miniBlocks89,miniBlocks90,miniBlocks91,miniBlocks92,miniBlocks93,miniBlocks94,miniBlocks95,miniBlocks96,miniBlocks97,miniBlocks98,miniBlocks99,miniBlocks100,miniBlocks101,miniBlocks102,miniBlocks103,miniBlocks104,miniBlocks105,miniBlocks106,miniBlocks107,miniBlocks108,miniBlocks109,miniBlocks110,miniBlocks111,miniBlocks112,miniBlocks113,miniBlocks114,miniBlocks115,miniBlocks116,miniBlocks117,miniBlocks118,miniBlocks119,miniBlocks120,miniBlocks121,miniBlocks122,miniBlocks123,miniBlocks124,miniBlocks125,miniBlocks126,miniBlocks127,miniBlocks128,miniBlocks129,miniBlocks130,miniBlocks131,miniBlocks132,miniBlocks133,miniBlocks134,miniBlocks135,miniBlocks136,miniBlocks137,miniBlocks138,miniBlocks139,miniBlocks140,miniBlocks141,miniBlocks142,miniBlocks143,miniBlocks144,miniBlocks145,miniBlocks146,miniBlocks147,miniBlocks148,miniBlocks149,miniBlocks150,miniBlocks151,miniBlocks152,miniBlocks153,miniBlocks154,miniBlocks155,miniBlocks156,miniBlocks157,miniBlocks158,miniBlocks159,miniBlocks160,miniBlocks161,miniBlocks162,miniBlocks163,miniBlocks164,miniBlocks165,miniBlocks166,miniBlocks167,miniBlocks168,miniBlocks169,miniBlocks170,miniBlocks171,miniBlocks172,miniBlocks173,miniBlocks174,miniBlocks175,miniBlocks176,miniBlocks177,miniBlocks178,miniBlocks179,miniBlocks180,miniBlocks181,miniBlocks182,miniBlocks183,miniBlocks184,miniBlocks185,miniBlocks186,miniBlocks187,miniBlocks188,miniBlocks189,miniBlocks190,miniBlocks191,miniBlocks192,miniBlocks193,miniBlocks194,miniBlocks195,miniBlocks196,miniBlocks197,miniBlocks198,miniBlocks199,miniBlocks200,miniBlocks201,miniBlocks202,miniBlocks203,miniBlocks204,miniBlocks205,miniBlocks206,miniBlocks207,miniBlocks208,miniBlocks209,miniBlocks210,miniBlocks211,miniBlocks212,miniBlocks213,miniBlocks214,miniBlocks215,miniBlocks216,miniBlocks217,miniBlocks218,miniBlocks219,miniBlocks220,miniBlocks221,miniBlocks222,miniBlocks223,miniBlocks224,miniBlocks225,miniBlocks226,miniBlocks227,miniBlocks228,miniBlocks229,miniBlocks230,miniBlocks231,miniBlocks232,miniBlocks233,miniBlocks234,miniBlocks235,miniBlocks236,miniBlocks237,miniBlocks238,miniBlocks239,miniBlocks240,miniBlocks241,miniBlocks242,miniBlocks243,miniBlocks244,miniBlocks245,miniBlocks246,miniBlocks247,miniBlocks248,miniBlocks249,miniBlocks250,miniBlocks251,miniBlocks252,miniBlocks253,miniBlocks254,miniBlocks255,miniBlocks256,miniBlocks257,miniBlocks258,miniBlocks259,miniBlocks260,miniBlocks261,miniBlocks262,miniBlocks263,miniBlocks264,miniBlocks265,miniBlocks266,miniBlocks267,miniBlocks268,miniBlocks269,miniBlocks270,miniBlocks271,miniBlocks272,miniBlocks273,miniBlocks274,miniBlocks275,miniBlocks276,miniBlocks277,miniBlocks278,miniBlocks279,miniBlocks280,miniBlocks281,miniBlocks282,miniBlocks283,miniBlocks284,miniBlocks285,miniBlocks286,miniBlocks287,miniBlocks288,miniBlocks289,miniBlocks290,miniBlocks291,miniBlocks292,miniBlocks293,miniBlocks294,miniBlocks295,miniBlocks296,miniBlocks297,miniBlocks298,miniBlocks299,miniBlocks300,miniBlocks301,miniBlocks302,miniBlocks303,miniBlocks304,miniBlocks305,miniBlocks306,miniBlocks307,miniBlocks308,miniBlocks309,miniBlocks310,miniBlocks311,miniBlocks312,miniBlocks313,miniBlocks314,miniBlocks315,miniBlocks316,miniBlocks317,miniBlocks318,miniBlocks319,miniBlocks320,miniBlocks321,miniBlocks322,miniBlocks323,miniBlocks324,miniBlocks325,miniBlocks326,miniBlocks327,miniBlocks328,miniBlocks329,miniBlocks330,miniBlocks331,miniBlocks332,miniBlocks333,miniBlocks334,miniBlocks335,miniBlocks336,miniBlocks337,miniBlocks338,miniBlocks339,miniBlocks340,miniBlocks341,miniBlocks342,miniBlocks343,miniBlocks344,miniBlocks345,miniBlocks346,miniBlocks347,miniBlocks348,miniBlocks349,miniBlocks350,miniBlocks351,miniBlocks352,miniBlocks353,miniBlocks354,miniBlocks355,miniBlocks356,miniBlocks357,miniBlocks358,miniBlocks359,miniBlocks360,miniBlocks361,miniBlocks362,miniBlocks363,miniBlocks364,miniBlocks365,miniBlocks366,miniBlocks367,miniBlocks368,miniBlocks369,miniBlocks370,miniBlocks371,miniBlocks372,miniBlocks373,miniBlocks374,miniBlocks375,miniBlocks376,miniBlocks377,miniBlocks378,miniBlocks379,miniBlocks380,miniBlocks381,miniBlocks382,miniBlocks383,miniBlocks384,miniBlocks385,miniBlocks386,miniBlocks387,miniBlocks388,miniBlocks389,miniBlocks390,miniBlocks391,miniBlocks392,miniBlocks393,miniBlocks394,miniBlocks395,miniBlocks396,miniBlocks397,miniBlocks398,miniBlocks399,miniBlocks400,miniBlocks401,miniBlocks402,miniBlocks403,miniBlocks404,miniBlocks405,miniBlocks406,miniBlocks407,miniBlocks408,miniBlocks409,miniBlocks410,miniBlocks411,miniBlocks412,miniBlocks413,miniBlocks414,miniBlocks415,miniBlocks416,miniBlocks417,miniBlocks418,miniBlocks419,miniBlocks420,miniBlocks421,miniBlocks422,miniBlocks423,miniBlocks424,miniBlocks425,miniBlocks426,miniBlocks427,miniBlocks428,miniBlocks429,miniBlocks430
,1,,2,3011,4014,17,,,,,11,1117,1207,2117,4103,4105,1108,3303,1306,3111,2304,4216,4203,3109,3105,2113,3213,2213,NaN,NaN,0.5,1.5,0.5,0.5,1.5,1,0.5,1,1.5,1.5,1.5,1,1.5,1.5,0.5,1,1,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56666666666667,3.41666666666667,3.6,2.53333333333333,2.63333333333333,2.86666666666667,3.36666666666667,2.56666666666667,2.78333333333333,2.71666666666667,3.15,2.91666666666667,2.88333333333333,2.51666666666667,2.63333333333333,2.5,3.03333333333333,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,2,3007,4007,19,,,,,12,3207,3318,1201,2106,4108,2303,4107,2109,4307,3116,3101,4208,1214,1116,1112,4301,4111,2111,3116,0.5,1,0.5,1.5,0.5,1,0.5,0.5,1.5,1,1.5,1,1.5,0.5,0.5,1,0.5,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63333333333333,2.96666666666667,2.6,3,2.81666666666667,2.76666666666667,2.65,3.05,2.51666666666667,3.03333333333333,3.11666666666667,2.66666666666667,2.68333333333333,2.83333333333333,3.33333333333333,2.71666666666667,3.88333333333333,2.81666666666667,2.58333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,2,3014,4020,19,,,,,13,3114,3113,2101,1216,4313,3105,4306,4115,2101,2305,3108,1311,2102,3320,4120,1318,1113,4214,3314,1,0.5,1,1,1,1,1.5,1.5,0.5,0.5,0.5,1.5,1,0.5,0.5,1.5,0.5,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66666666666667,2.51666666666667,3.63333333333333,3.73333333333333,2.58333333333333,3.03333333333333,2.68333333333333,2.66666666666667,2.5,3.51666666666667,3.38333333333333,2.56666666666667,2.96666666666667,2.56666666666667,2.8,2.73333333333333,2.61666666666667,2.63333333333333,2.71666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,2,3005,4010,19,,,,,14,4118,3113,1102,4305,4210,2108,2304,4105,2112,1206,3105,1120,4106,3305,3115,2103,3314,1112,3301,1,1,1,1.5,1,1.5,1.5,1,1.5,0.5,1,0.5,1.5,0.5,0.5,1.5,1.5,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93333333333333,2.73333333333333,2.75,3.16666666666667,2.63333333333333,2.6,3.33333333333333,4.03333333333333,3.18333333333333,3.28333333333333,3.98333333333333,3.28333333333333,3.46666666666667,2.53333333333333,3.03333333333333,2.63333333333333,3.56666666666667,3.13333333333333,2.93333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,1,1019,2007,18,,,,,15,3120,2115,2310,1115,4312,2213,4317,1119,3205,2309,3308,2307,1105,4311,3120,1105,4110,1108,NaN,1.5,0.5,0.5,1.5,1,1,1,0.5,1,1.5,0.5,1.5,1,1,1.5,1.5,1.5,1.5,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58333333333333,4.21666666666667,2.86666666666667,3.46666666666667,2.7,2.91666666666667,2.7,3.01666666666667,2.88333333333333,2.78333333333333,2.63333333333333,2.73333333333333,2.86666666666667,2.5,2.95,2.56666666666667,3.71666666666667,4.08333333333333,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,1,1003,2003,17,,,,,16,1117,4318,1317,2216,3120,4205,2101,2108,1214,4202,1103,2304,1208,3212,3104,3115,4115,NaN,NaN,0.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,0.5,1,0.5,1.5,1.5,1,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56666666666667,2.53333333333333,2.65,2.91666666666667,2.76666666666667,2.83333333333333,3.31666666666667,2.61666666666667,4.46666666666667,4.45,2.93333333333333,2.81666666666667,2.56666666666667,2.61666666666667,3.1,3.8,2.61666666666667,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,1,1014,2004,19,,,,,17,4207,3102,2105,4117,2104,2214,1114,3112,1204,3319,2116,2106,4207,1314,1213,1106,3120,4315,1202,0.5,1.5,0.5,1,1.5,0.5,1,0.5,0.5,1,1.5,0.5,1,0.5,1,1.5,1,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,3.16666666666667,2.85,3.11666666666667,2.6,2.63333333333333,3.01666666666667,2.7,3.45,3.71666666666667,4.81666666666667,2.5,3.2,2.71666666666667,3.55,2.7,3.05,3.3,2.51666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,1,1017,2009,17,,,,,18,4112,1215,2106,3106,4112,1318,4301,1201,2102,3105,2105,2111,1118,3219,2309,3115,4106,NaN,NaN,0.5,1.5,1.5,1.5,0.5,0.5,1,1.5,1,1.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66666666666667,2.7,2.85,3.03333333333333,2.55,2.58333333333333,3.43333333333333,2.95,2.75,3.28333333333333,2.91666666666667,3.51666666666667,2.6,2.96666666666667,2.6,2.63333333333333,2.53333333333333,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,2,3020,4015,19,,,,,19,1104,1119,4118,2204,3209,4211,3120,4216,3201,3320,2102,2115,3120,4120,2320,3206,3203,1104,1105,1,0.5,1,0.5,0.5,1,0.5,0.5,1,1.5,1,1,0.5,1.5,1,1,0.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.6,2.61666666666667,2.61666666666667,3.68333333333333,3.31666666666667,3.08333333333333,2.81666666666667,3.45,2.68333333333333,2.73333333333333,2.85,2.75,2.55,2.53333333333333,3.86666666666667,3.33333333333333,2.75,2.86666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,2,3006,4012,18,,,,,20,2211,3108,1217,4313,1109,3201,2111,2119,4311,4112,4115,1309,4212,2214,4103,1120,3220,3310,NaN,1,1.5,1.5,0.5,1.5,1.5,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1,0.5,0.5,1,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95,3.35,4.86666666666667,3,2.93333333333333,2.51666666666667,3.18333333333333,3.08333333333333,2.5,2.55,2.65,2.61666666666667,2.56666666666667,2.68333333333333,3.5,2.53333333333333,2.75,2.86666666666667,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,2,3010,4006,19,,,,,21,1103,2316,4209,2112,4116,3210,2316,3106,1314,2207,3110,4203,3206,1114,3112,1216,4220,3110,3108,1.5,1.5,1,1,1,1.5,0.5,1.5,1,1.5,0.5,0.5,0.5,1,1.5,0.5,0.5,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88333333333333,3.01666666666667,2.7,3.61666666666667,2.85,2.88333333333333,2.68333333333333,2.53333333333333,2.5,2.53333333333333,2.71666666666667,3.06666666666667,2.76666666666667,4.1,2.63333333333333,2.6,4.46666666666667,2.8,2.61666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,2,3016,4013,18,,,,,22,3108,2118,1107,1203,1306,2118,3105,4113,2109,1119,4113,4305,3113,4107,4114,4307,3110,2117,NaN,0.5,1.5,1,1.5,0.5,1.5,1.5,1,1.5,1,1,1.5,1,0.5,1,0.5,0.5,1.5,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46666666666667,2.81666666666667,2.98333333333333,2.78333333333333,3.08333333333333,2.55,2.53333333333333,3.03333333333333,2.5,2.51666666666667,3.63333333333333,4.6,2.75,2.56666666666667,3.05,3.28333333333333,2.83333333333333,2.71666666666667,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,1,1005,2002,19,,,,,23,1113,1305,3107,4109,4117,4115,2109,2310,1306,2102,4102,2305,1303,2202,3211,3216,3301,2213,1311,0.5,0.5,0.5,1.5,1,1.5,1,1,1.5,0.5,1.5,1,1.5,1.5,0.5,0.5,1,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56666666666667,3.21666666666667,3.6,2.88333333333333,2.51666666666667,2.55,3.11666666666667,2.76666666666667,2.58333333333333,2.56666666666667,2.55,3.21666666666667,3.86666666666667,2.93333333333333,2.7,3.08333333333333,3.06666666666667,2.5,2.61666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,1,1008,2016,18,,,,,24,2101,4119,1112,4220,1103,1308,4101,3117,1112,3102,4220,2115,3308,2201,3118,1304,2316,2210,NaN,0.5,1,1,1,0.5,1,1,0.5,1.5,0.5,0.5,1,1.5,0.5,0.5,1,1,1,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06666666666667,2.6,2.51666666666667,2.5,2.75,2.98333333333333,2.58333333333333,2.63333333333333,3.36666666666667,2.63333333333333,2.85,2.65,3.96666666666667,2.71666666666667,2.95,3.36666666666667,2.6,3.16666666666667,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,1,1004,2005,17,,,,,25,3203,3316,2112,2114,1203,4305,3205,2105,4114,1115,1212,2116,4116,1201,2108,4320,3110,NaN,NaN,1,1,1.5,0.5,1.5,0.5,0.5,1.5,1.5,1,0.5,1.5,0.5,1,1,1.5,1,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88333333333333,3.06666666666667,2.86666666666667,2.83333333333333,3.61666666666667,3.95,2.86666666666667,2.91666666666667,3.28333333333333,2.56666666666667,2.65,2.51666666666667,2.71666666666667,4.05,2.78333333333333,3.25,2.5,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,1,1002,2011,19,,,,,26,1218,2103,3303,1102,3213,4202,1114,1202,1111,2111,2101,4313,3111,3113,2203,2308,1308,4109,4305,0.5,1.5,0.5,1.5,1.5,1,1,1,0.5,1,1,0.5,1.5,1,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,4.31666666666667,3.48333333333333,2.7,2.85,3.06666666666667,2.83333333333333,2.81666666666667,3.18333333333333,2.8,2.85,3.66666666666667,3.56666666666667,3.58333333333333,3.25,2.53333333333333,3.28333333333333,3.13333333333333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
